input,predicted_label
"Once finished , this argument is passed to write up proposals that would improve and implement the exit strategy after the Olympics because this can really enjoy the positive mechanisms initiated by public investment .",1
"For this sake , the young people in many families feel frustrated in persuading their parents , nevertheless , what has to be done must be done .",1
But I try .,0
"The ability , such as activity , I am very easily to accept fresh things when I get into new environment .",0
I am really worried about him .,1
"On the other hand , I was not able to say directly what was on my mind .",1
Guess what !,1
It is makes their wedding party going perfect .,0
Is raining,0
Clare This is just between You and Me,1
Oct th,1
The theme was racial discrimination in the s .,1
I have changed my work time again .,0
"consider those opinions carefully , I would like to support the idea that studying at a small university is better for",1
Me It is difficult to use up all of foods I got .,0
Thank you for your help .,1
"Learning foreign languages is so fun . So after graduation , I want to learn many languages .",1
Seeing my parents carrying those big baggages to the six floor .,1
"Besides , you know , the building",1
"Today , I would like to introduce two recommendations .",1
Here is a massage for an ebay seller .,1
My email is xzlhdzsw gmail .,0
From the ground,1
And I signed the contract without even noticing what was going to come . I had to fulfill the contract made between me and the company . It would have been a breach if I had failed to do so .,1
Out of work again !,1
Some say Japanese projects are more difficult than those of other countries .,1
"Because I am a little tired , I will take a break .",1
because I watched no korean caption,0
The animation has been popular since then .,1
He kindly made me an appointment for four p .m . and straightened my neck and back .,1
I hope one day I could feel how great MLB is in person .,1
and MP on DX format .,0
"When I was kid , it could not be imagined .",1
"Remembering what I did yesterday , I read a book with lying down in the midnight .",0
How I wish I was taller,0
I want you to see it when you have some free time .,1
Because this helps me to break the,0
New Year cards,1
is ' did you nod ?,0
It was the same thing .,1
His new apartment is eight - minute walk from Yokohama station .,1
There is a bus stop and subway station near my house .,1
The most obvious one is promoting international trade .,1
but anyway .,0
"Every Friday , I always consider that choosing the college near my home is right .",1
"And they sang a song , talking to each other .",1
This is my first journal in Lang - .,0
It is very beautiful ! !,0
Lane was so silly ! ! ! Lane was so crazy .,1
There is a masterpoece movie named Bicycle Thief in Italy .,0
I was very glad that they had a good time with Japanese culture .,1
"In contrast , the lecture is main idea is that beforehand expectation deeply affects the decision making process .",0
Foreign company or domestic company,0
Where and what will you who will read this letter do ?,0
"My father said that he can put some more foods in the pot - ramyeons , but he ca not put anything in the cup - ramyeons .",0
"My friends picked me up on Friday afternoon , and we played some video games , monopoly and poker at that night .",1
"If I go business trip alone , I can not go restaurant , ",0
I wo not forget it ever and ever .,0
"And a time when you can choose , ",1
"This year was th anniversary , so number of roses were five .",0
The team won in the Japanese Series .,1
"At first , I will go back to Japan for six month .",1
I am now setting the next goals pertaing the goal which I have already done today .,0
"Before I knew it , three hours had passed when we were immersed in watching the exhibits .",1
It is just like a dream .,1
Thank you everyone .,0
What do you think ?,1
"But how come the Starbucks stores I go to here , always have a lot of customers .",1
This is my first writing to you .,1
The professor of New Zealander drinks like a fish .,0
What ways can both my Russian and English in the same time .,0
"I guess , I will re - watch that drama .",1
"I want to go to the sea , mountains and outside in summer .",1
"The other day I went to the library , and borrowed a book written about saliva .",1
Because There are many shops .,1
and even I watched korean casting ! !,1
Do you know the word IKUMEN ?,1
"If you were him , would you cancel ?",0
In my opinion .,1
" Togo is players not only people , two soldiers were ",0
"vary from red to green , ",0
"Lecturers explained very quickly without taking a rest , ",0
Ice wine of Canada was very sweet and tasty .,0
I practised the making of Zonbi also today .,1
BUT I must do the English level Test .,1
Recently I often listen to this song on TV .,1
They could not even fix it .,1
But I ca not speak English .,0
The make - up is almost finished at the bride is home .,1
"I need change in this new year , so I will work hard ! In order to make progress , I will write journals when I surf the Internet .",1
